query,url,title,grade
email,https://docs.microsoft.com/en-us/exchange/mail-flow-best-practices/non-delivery-reports-in-exchange-online/fix-error-code-550-5-1-1-through-5-1-20-in-exchange-online,Fix email delivery issues for error code 550 5.1.1 through 5.1.20 in ...,7
email,https://docs.microsoft.com/en-us/workplace-analytics/myanalytics/use/email-digest-2,MyAnalytics digests - Workplace Intelligence | Microsoft Docs,6
email,https://docs.microsoft.com/en-us/power-platform/admin/system-settings-dialog-box-email-tab,System Settings Email tab - Power Platform Admin center | Microsoft ...,5
email,https://docs.microsoft.com/en-us/exchange/mail-flow-best-practices/non-delivery-reports-in-exchange-online/fix-error-code-550-5-7-1-in-exchange-online,Fix email delivery issues for error code 550 5.7.1 in Exchange Online,4
email,https://docs.microsoft.com/en-us/microsoft-365/security/office-365-security/removing-user-from-restricted-users-portal-after-spam,Removing a user from the Restricted Users portal after sending ...,3
email,https://docs.microsoft.com/en-us/microsoft-365/security/office-365-security/use-dmarc-to-validate-email,Use DMARC to validate email in Office 365 - Office 365 | Microsoft ...,2
email,https://docs.microsoft.com/en-us/exchange/mail-flow-best-practices/how-to-set-up-a-multifunction-device-or-application-to-send-email-using-office-3,How to set up a multifunction device or application to send email ...,1
filter,https://docs.microsoft.com/en-us/scripting/javascript/reference/filter-method-array-javascript,Array.prototype.filter() - JavaScript | MDN,10
filter,https://docs.microsoft.com/en-us/microsoft-edge/dev-guide/css/filter-effects,filter - CSS: Cascading Style Sheets | MDN,9
filter,https://docs.microsoft.com/en-us/powerapps/maker/canvas-apps/functions/function-filter-lookup,"Filter, Search, and LookUp functions - PowerApps | Microsoft Docs",8
filter,https://docs.microsoft.com/en-us/dax/filter-function-dax,FILTER function (DAX) - DAX | Microsoft Docs,7
filter,https://docs.microsoft.com/en-us/aspnet/core/mvc/controllers/filters,Filters in ASP.NET Core | Microsoft Docs,6
filter,https://docs.microsoft.com/en-us/dax/filter-functions-dax,Filter functions (DAX) - DAX | Microsoft Docs,5
filter,https://docs.microsoft.com/en-us/azure/data-factory/data-flow-filter,Filter transformation in mapping data flow - Azure Data Factory ...,4
filter,https://docs.microsoft.com/en-us/graph/query-parameters,Use query parameters to customize responses - Microsoft Graph ...,3
filter,https://docs.microsoft.com/en-us/previous-versions/ms530752(v%3Dvs.85),-ms-filter property (Internet Explorer) | Microsoft Docs,2
filter,https://docs.microsoft.com/en-us/dotnet/core/testing/selective-unit-tests,Running selective unit tests - .NET Core | Microsoft Docs,1
bitlocker,https://docs.microsoft.com/en-us/windows/security/information-protection/bitlocker/bitlocker-overview,BitLocker (Windows 10) - Microsoft 365 Security | Microsoft Docs,10
bitlocker,https://docs.microsoft.com/en-us/windows/security/information-protection/bitlocker/bitlocker-device-encryption-overview-windows-10,Overview of BitLocker Device Encryption in Windows 10 - Microsoft ...,9
bitlocker,https://docs.microsoft.com/en-us/previous-versions/windows/it-pro/windows-server-2012-r2-and-2012/hh831713(v%3Dws.11),BitLocker Overview | Microsoft Docs,8
bitlocker,https://docs.microsoft.com/en-us/windows/security/information-protection/bitlocker/bitlocker-countermeasures,BitLocker Countermeasures (Windows 10) - Microsoft 365 Security ...,7
bitlocker,https://docs.microsoft.com/en-us/windows/security/information-protection/bitlocker/bitlocker-overview-and-requirements-faq,BitLocker overview and requirements FAQ (Windows 10) - Microsoft ...,6
bitlocker,https://docs.microsoft.com/en-us/windows/security/information-protection/bitlocker/bitlocker-basic-deployment,BitLocker basic deployment (Windows 10) - Microsoft 365 Security ...,5
bitlocker,https://docs.microsoft.com/en-us/powershell/module/bitlocker/,BitLocker,4
bitlocker,https://docs.microsoft.com/en-us/windows/client-management/mdm/bitlocker-csp,BitLocker CSP - Windows Client Management | Microsoft Docs,3
bitlocker,https://docs.microsoft.com/en-us/windows/security/information-protection/bitlocker/bitlocker-group-policy-settings,BitLocker Group Policy settings (Windows 10) - Microsoft 365 ...,2
bitlocker,https://docs.microsoft.com/en-us/windows/security/information-protection/bitlocker/bitlocker-recovery-guide-plan,BitLocker recovery guide (Windows 10) - Microsoft 365 Security ...,1
list,https://docs.microsoft.com/en-us/dotnet/api/system.collections.generic.list-1,List<T>,10
list,https://docs.microsoft.com/en-us/dotnet/api/system.collections.generic.list-1.-ctor,List<T> Constructor (System.Collections.Generic) - Microsoft Docs,9
list,https://docs.microsoft.com/en-us/dotnet/fsharp/language-reference/lists,Lists - F# | Microsoft Docs,8
list,https://docs.microsoft.com/en-us/graph/api/resources/list,List - Microsoft Graph v1.0 | Microsoft Docs,7
list,https://docs.microsoft.com/en-us/azure/azure-resource-manager/templates/template-functions-resource,Resource functions for Azure Resource Manager templates,6
list,https://docs.microsoft.com/en-us/security/trusted-root/participants-list,List of Participants - Microsoft Trusted Root Program | Microsoft Docs,5
list,https://docs.microsoft.com/en-us/dynamics365/business-central/dev-itpro/developer/methods-auto/list/list-data-type,List Data Type - Business Central | Microsoft Docs,4
list,https://docs.microsoft.com/en-us/graph/api/user-list,List users - Microsoft Graph v1.0 | Microsoft Docs,3
list,https://docs.microsoft.com/en-us/dotnet/csharp/tutorials/intro-to-csharp/list-collection,List collection,2
list,https://docs.microsoft.com/en-us/microsoft-edge/dev-guide/networking-and-connectivity/,Web APIs | MDN,1
visio,https://docs.microsoft.com/en-us/power-automate/visio-flows,Design flows with Microsoft Visio - Power Automate | Microsoft Docs,10
visio,https://docs.microsoft.com/en-us/sharepoint/dev/general-development/workflow-development-in-sharepoint-designer-and-visio,Workflow development in SharePoint Designer and Visio | Microsoft ...,9
visio,https://docs.microsoft.com/en-us/office/vba/api/visio.document.mode,Document.Mode property (Visio) | Microsoft Docs,8
visio,https://docs.microsoft.com/en-us/office/vba/api/visio.shape.sectionexists,Shape.SectionExists property (Visio) | Microsoft Docs,7
visio,https://docs.microsoft.com/en-us/office/client-developer/visio/visio-home,Visio | Microsoft Docs,6
visio,https://docs.microsoft.com/en-us/office/vba/api/visio.application.eventsenabled,Application.EventsEnabled property (Visio) | Microsoft Docs,5
visio,https://docs.microsoft.com/en-us/office/dev/add-ins/reference/overview/visio-javascript-reference-overview,Visio JavaScript API overview - Office Add-ins | Microsoft Docs,4
visio,https://docs.microsoft.com/en-us/office/vba/api/visio.documents.addex,Documents.AddEx method (Visio) | Microsoft Docs,3
visio,https://docs.microsoft.com/en-us/sharepoint/administration/visio-services-overview,Overview of Visio Services in SharePoint Server | Microsoft Docs,2
visio,https://docs.microsoft.com/en-us/office/vba/api/visio.datarecordset.getdatarowids,DataRecordset.GetDataRowIDs method (Visio) | Microsoft Docs,1
switch,https://docs.microsoft.com/en-us/scripting/javascript/reference/switch-statement-javascript,switch - JavaScript | MDN,10
switch,https://docs.microsoft.com/en-us/dotnet/csharp/language-reference/keywords/switch,C# switch statement | Microsoft Docs,9
switch,https://docs.microsoft.com/en-us/dax/switch-function-dax,SWITCH function (DAX) - DAX | Microsoft Docs,8
switch,https://docs.microsoft.com/en-us/dotnet/api/xamarin.forms.switch,Switch Class (Xamarin.Forms) | Microsoft Docs,7
switch,https://docs.microsoft.com/en-us/dotnet/csharp/whats-new/csharp-8,What's new in C# 8.0 - C# Guide | Microsoft Docs,6
switch,https://docs.microsoft.com/en-us/xamarin/android/user-interface/controls/switch,Xamarin.Android Switch - Xamarin | Microsoft Docs,5
switch,https://docs.microsoft.com/en-us/dotnet/csharp/pattern-matching,Pattern Matching - C# Guide | Microsoft Docs,4
switch,https://docs.microsoft.com/en-us/powerapps/maker/canvas-apps/functions/function-if,If and Switch functions - PowerApps | Microsoft Docs,3
switch,https://docs.microsoft.com/en-us/powershell/module/microsoft.powershell.core/about/about_switch,about_Switch - PowerShell | Microsoft Docs,2
switch,https://docs.microsoft.com/en-us/azure/devops/organizations/accounts/change-azure-ad-connection,Switch to another Azure Active Directory - Azure DevOps Services ...,1
c# tutorial,https://docs.microsoft.com/en-us/dotnet/csharp/tutorials/,C# Tutorials | Microsoft Docs,10
c# tutorial,https://docs.microsoft.com/en-us/dotnet/csharp/tutorials/intro-to-csharp/,Introduction to C# - interactive tutorials | Microsoft Docs,9
c# tutorial,https://docs.microsoft.com/en-us/dotnet/csharp/programming-guide/,C# Programming Guide | Microsoft Docs,8
c# tutorial,https://docs.microsoft.com/en-us/aspnet/core/tutorials/first-web-api,Tutorial: Create a web API with ASP.NET Core | Microsoft Docs,7
c# tutorial,https://docs.microsoft.com/en-us/aspnet/core/tutorials/razor-pages/razor-pages-start,Tutorial: Get started with Razor Pages in ASP.NET Core | Microsoft ...,6
c# tutorial,https://docs.microsoft.com/en-us/visualstudio/get-started/csharp/,C# development with Visual Studio - Visual Studio | Microsoft Docs,5
c# tutorial,https://docs.microsoft.com/en-us/dotnet/csharp/tutorials/intro-to-csharp/hello-world,Hello World - Introduction to C# interactive C# tutorial | Microsoft Docs,4
c# tutorial,https://docs.microsoft.com/en-us/aspnet/web-api/overview/getting-started-with-aspnet-web-api/tutorial-your-first-web-api,Get Started with ASP.NET Web API 2 (C#),3
c# tutorial,https://docs.microsoft.com/en-us/visualstudio/get-started/csharp/tutorial-console,Tutorial: Create a simple C# console app - Visual Studio | Microsoft ...,2
c# tutorial,https://docs.microsoft.com/en-us/dotnet/csharp/,"C# docs - get started, tutorials, reference. | Microsoft Docs",1
security,https://docs.microsoft.com/en-us/azure/active-directory/fundamentals/concept-fundamentals-security-defaults,Azure Active Directory security defaults | Microsoft Docs,10
security,https://docs.microsoft.com/en-us/aspnet/core/security/,Overview of ASP.NET Core Security | Microsoft Docs,9
security,https://docs.microsoft.com/en-us/azure/security-center/security-center-intro,What is Azure Security Center? | Microsoft Docs,8
security,https://docs.microsoft.com/en-us/partner-center/partner-security-requirements,Partner security requirements - Partner Center | Microsoft Docs,7
security,https://docs.microsoft.com/en-us/azure/security-center/,Azure Security Center documentation | Microsoft Docs,6
security,https://docs.microsoft.com/en-us/azure/active-directory/user-help/security-info-setup-signin,Set up your Security info (preview) from a sign-in prompt - Azure AD ...,5
security,https://docs.microsoft.com/en-us/security-updates/securityadvisories/2013/2794220,Microsoft Security Advisory 2794220 | Microsoft Docs,4
security,https://docs.microsoft.com/en-us/windows/security/threat-protection/intelligence/safety-scanner-download,Microsoft Safety Scanner Download - Windows security | Microsoft ...,3
security,https://docs.microsoft.com/en-us/microsoft-365/security/mtp/overview-security-center,Overview of the Microsoft 365 security center - Microsoft 365 security ...,2
security,https://docs.microsoft.com/en-us/learn/modules/intro-to-security-in-azure/,"Security, responsibility, and trust in Azure - Learn | Microsoft Docs",1
api,https://docs.microsoft.com/en-us/microsoft-edge/dev-guide/networking-and-connectivity/,Web APIs | MDN,10
api,https://docs.microsoft.com/en-us/bingwebmaster/,Bing Webmaster API | Microsoft Docs,9
api,https://docs.microsoft.com/ja-jp/microsoft-edge/dev-guide/graphics/canvas,Canvas API - Web APIs | MDN,8
api,https://docs.microsoft.com/en-us/microsoft-edge/dev-guide/storage/web-and-offline-storage,Web Storage API - Web APIs | MDN,7
api,https://docs.microsoft.com/en-us/dotnet/api/,.NET API browser | Microsoft Docs,6
api,https://docs.microsoft.com/en-us/microsoft-edge/dev-guide/performance/navigation-timing-api,Navigation Timing API - Web APIs | MDN,5
api,https://docs.microsoft.com/en-us/,"Microsoft Docs: Technical documentation, API, and code examples",4
api,https://docs.microsoft.com/en-us/microsoft-edge/dev-guide/multimedia/web-audio,Web Audio API - Web APIs | MDN,3
api,https://docs.microsoft.com/en-us/graph/api/overview,Microsoft Graph REST API v1.0 reference,2
api,https://docs.microsoft.com/en-us/aspnet/core/tutorials/first-web-api,Tutorial: Create a web API with ASP.NET Core | Microsoft Docs,1
print,https://docs.microsoft.com/en-us/sql/t-sql/language-elements/print-transact-sql,PRINT (Transact-SQL) - SQL Server | Microsoft Docs,10
print,https://docs.microsoft.com/en-us/windows-server/administration/windows-commands/print,print | Microsoft Docs,9
print,https://docs.microsoft.com/en-us/azure/devops/project/wiki/filter-print-wiki,Filter a wiki TOC or print a wiki page - Azure DevOps | Microsoft Docs,8
print,https://docs.microsoft.com/en-us/microsoft-edge/devtools-guide-chromium/css/print-preview,Force Microsoft Edge DevTools Into Print Preview Mode (CSS Print ...,7
print,https://docs.microsoft.com/en-us/previous-versions/windows/silverlight/dotnet-windows-silverlight/ff394186(v%3Dvs.95),PrintDocument.Print Method (String) (System.Windows.Printing ...,6
